Topic,Count,Name,Representation,Representative_Docs
65,16,65_alcohol_wake_tastes_clean,"['alcohol', 'wake', 'tastes', 'clean', 'trying figure', 'ridiculous', 'warm', 'wild', 'girls', 'yummy']","['And how do you propose to do that? Uh, hope you’re not thinking about some sort of LSD thought control. Because there’s only one mind-expanding drug that this man enjoys, and that’s called school.', 'I understand the alcohol has stirred up whatever it is that makes girls go wild, but I really need to talk to smart Amy now.', 'I understand the alcohol has stirred up whatever it is that makes girls go wild, but I really need to talk to smart Amy now.']"
66,16,66_experience_enjoy_pretend_decided,"['experience', 'enjoy', 'pretend', 'decided', 'nice', 'pretending', 'facial expression', 'expression', 'chased', 'working']","['Yes. I decided to find a way that I could have this experience and enjoy it.', 'Yes, and as you know, I planned to pretend to enjoy it. I’ve been working on this facial expression all day.', 'Yes, and as you know, I planned to pretend to enjoy it. I’ve been working on this facial expression all day.']"
67,16,67_string theory_string_theory_hit,"['string theory', 'string', 'theory', 'hit', 'sound like', 'doesn mean', 'went wizarding', 'pretty funny', 'trouble', 'challenged']","['That’s actually not bad advice. You know, I didn’t seek out string theory. It just hit me over the head one day.', 'Oh, really? When I was doing string theory and hit a dead end, why didn’t you try to help me?', 'Oh, really? When I was doing string theory and hit a dead end, why didn’t you try to help me?']"
68,16,68_doing doing_doing_wrong wrong_problem,"['doing doing', 'doing', 'wrong wrong', 'problem', 'going wrong', 'wrong', 'going', 'okay', '', '']","['What are you doing?', 'What’s he doing here?', 'What’s he doing here?']"
69,15,69_awkward_awkwardness_right kind_maybe right,"['awkward', 'awkwardness', 'right kind', 'maybe right', 'expression', 'kind looks', 'facial expression', 'know kind', 'lump', 'facial']","['Oh, I don’t know. He kind of looks like a jerk. How about this one?', 'Well, I could deduce by his facial expression and body language that he was sad.', 'Well, I could deduce by his facial expression and body language that he was sad.']"
70,15,70_couch_sleep_good night_work,"['couch', 'sleep', 'good night', 'work', 'favourites', 'watching', 'fine let', 'chose', 'hi', 'll let']","['Fine, let’s go. Thank you for letting me sleep on your couch.', 'My apologies. I chose my words poorly. I should have said you were about to have your world rocked on my couch. Anyway, thank you for watching it. It’s one of my all-time favourites.', 'My apologies. I chose my words poorly. I should have said you were about to have your world rocked on my couch. Anyway, thank you for watching it. It’s one of my all-time favourites.']"
71,15,71_walk_closer_case_stole,"['walk', 'closer', 'case', 'stole', 'headed', 'slow', 'fine okay', 'emergency', 'ride', 'radio']","['No, but I’m also closer to the entrance in case of attack.', 'Fine. Okay. Now, on this side, I am closer to the exit in case of emergency.', 'Fine. Okay. Now, on this side, I am closer to the exit in case of emergency.']"
72,15,72_talk_work let_details_google,"['talk', 'work let', 'details', 'google', 'contains', 'topics', 'like man', 'talks', 'talk like', 'discussed']","['I have mixed feelings about doing interviews. I like the part where I talk. I do not like the part where the other man talks.', 'I’m mapping basic topics of conversation and with whom they can be discussed. I call these circles zones of privacy. Don’t Google that unless you want to see pictures of people’s genitals. This circle contains only me and you. It represents subjects we only share with each other, details of physical intimacy, bathroom habits. Although, as I’m saying it, I may need to add Dr. Fink in here.', 'I’m mapping basic topics of conversation and with whom they can be discussed. I call these circles zones of privacy. Don’t Google that unless you want to see pictures of people’s genitals. This circle contains only me and you. It represents subjects we only share with each other, details of physical intimacy, bathroom habits. Although, as I’m saying it, I may need to add Dr. Fink in here.']"
73,15,73_sat_water_cut_headed,"['sat', 'water', 'cut', 'headed', 'oh guy', 'mountain', 'yeah oh', 'panic', 'computer', 'just got']","['No, I sat and I sat, but to no avail.', 'No, but last year, at Magic Mountain, he got such a bad sunburn, we had to cut him out of it.', 'No, but last year, at Magic Mountain, he got such a bad sunburn, we had to cut him out of it.']"
74,14,74_car_drive_lock_spot,"['car', 'drive', 'lock', 'spot', 'square', 'pull', 'yeah okay', 'requires', 'public', 'business']","['Well, and you need to drive the car and mind your business.', 'Oh, yeah. Okay, now, pull your car into the spot and let’s get out of here.', 'Oh, yeah. Okay, now, pull your car into the spot and let’s get out of here.']"
75,14,75_cake_regular_boring_english,"['cake', 'regular', 'boring', 'english', 'ugh', 'excited', 'comes', 'dinner table', 'sceptical', 'birthday cake']","['But enough about the Czech Republic. Let’s talk about the time Moldova made Romania a birthday cake and Romania said it tasted good even though it didn’t. And yet Romania gets dumped. I’ll pause here while you mull that one over. I know, right?', 'Ugh. English pudding. You get yourself all excited for pudding, and here comes a cake with raisins in it. I’m not going.', 'Ugh. English pudding. You get yourself all excited for pudding, and here comes a cake with raisins in it. I’m not going.']"
76,14,76_um_mm hmm_mm_hmm mm,"['um', 'mm hmm', 'mm', 'hmm mm', 'hmm', 'hmm aw', 'aw', 'man', '', '']","['Mm-hmm.', 'Mm-hmm.', 'Mm-hmm.']"
77,14,77_list_solution_know think_oh suppose,"['list', 'solution', 'know think', 'oh suppose', 'right um', 'tell oh', 'bought', 'started', 'parts', 'case']","['I submitted you a notarised list.', 'Oh, the project is classified. I can’t tell you. Oh, I suppose I could redact the classified parts. All right, um, I came up with an elegant solution to the I used the And then I And that did it. Wow, I wonder what they’re redacting.', 'Oh, the project is classified. I can’t tell you. Oh, I suppose I could redact the classified parts. All right, um, I came up with an elegant solution to the I used the And then I And that did it. Wow, I wonder what they’re redacting.']"
78,14,78_dumb_youth_sell_eggs,"['dumb', 'youth', 'sell', 'eggs', 'cycles', 'wheat', 'mental', '36', 'lives', 'field']","['Well, you should think fast, because men can sire offspring their entire lives, but those eggs you’re toting around have a sell-by date.', 'Oh, yes, you are. I track your cycle. For the next 36 hours you’re as fertile as a manure-covered wheat field.', 'Oh, yes, you are. I track your cycle. For the next 36 hours you’re as fertile as a manure-covered wheat field.']"
79,14,79_oh oh_oh dear_dear_said oh,"['oh oh', 'oh dear', 'dear', 'said oh', 'dear lord', 'ha', 'lord', 'oh', 'pretty good', 'good oh']","['Oh, dear. ', 'Oh, dear. ', 'Oh, dear Lord. Oh, dear Lord.']"
80,14,80_don think_good idea_idea_don know,"['don think', 'good idea', 'idea', 'don know', 'thought', 'hadn', 'break', 'maybe', 'write', 'don']","['Oh, I don’t think I could do that.', 'I don’t think that’s a good idea.', 'I don’t think that’s a good idea.']"
81,14,81_date_date night_committee_tenure,"['date', 'date night', 'committee', 'tenure', 'night', 'later', 'wait just', 'tedious', 'eh', 'honestly']","['Well, wait. What if, just this once, we suspend the date night parameters and you stay later?', 'Eh, it will be. Honestly, if I must endure a long and tedious evening, I’d rather it be with you on date night. But I have no choice. The tenure committee’s going to be there.', 'Eh, it will be. Honestly, if I must endure a long and tedious evening, I’d rather it be with you on date night. But I have no choice. The tenure committee’s going to be there.']"
82,14,82_brain_easily_bothered_heat,"['brain', 'easily', 'bothered', 'heat', 'birds', 'stick', 'smell', 'light', 'sound', 'hold']","['A functional MRI of my brain. I did Sudoku before they took it so I’d be ripped.', 'Just because I am easily bothered by light, heat, sound, smell and the way birds look at me does not mean I’m sensitive.', 'Just because I am easily bothered by light, heat, sound, smell and the way birds look at me does not mean I’m sensitive.']"
83,14,83_apologize_bathroom_schedule_toilet,"['apologize', 'bathroom', 'schedule', 'toilet', 'things going', 'spending', 'forever', 'struck', 'takes', 'mood']","['Oh, it took me forever to get him on a bathroom schedule. He would just go whenever the mood struck him.', 'Oh, it took me forever to get him on a bathroom schedule. He would just go whenever the mood struck him.', 'I wanted to apologize for my behaviour today. It, it was unnecessary. This is warm. Oh, and also, I am willing to forego the bathroom schedule.']"
84,14,84_ow_da_da da_meeting,"['ow', 'da', 'da da', 'meeting', 'spotted', 'troubling', 'street', 'word', 'mind', 'ah']","['Ow, ow, ow, ow, ow, ow, ow, ow…', 'Da-da-da da-da dum, boink, boink.', 'Da-da-da da-da dum, boink, boink.']"
85,13,85_mood_kill_taking_guy,"['mood', 'kill', 'taking', 'guy', 'killing', 'way', 'kind', 'did', 'right', '']","['You’re right, you did kind of kill the mood.', 'Way to kill the mood.', 'Way to kill the mood.']"
86,13,86_barry kripke_kripke_let know_sneak,"['barry kripke', 'kripke', 'let know', 'sneak', 'barry', 'just happy', 'log', 'sitting', 'expressed', 'public']","['What? Can’t a man just be happy to see his woman and pat her on her second most erogenous ball-and-socket joint?', 'It was pretty easy. And I think my background in mathletics helped. Barry Kripke was there. I should let you know that he expressed interest in asking you out.', 'It was pretty easy. And I think my background in mathletics helped. Barry Kripke was there. I should let you know that he expressed interest in asking you out.']"
87,13,87_tell_know mean_mean tell_somebody,"['tell', 'know mean', 'mean tell', 'somebody', 'make decision', 'sure think', 'decision refuse', 'need explain', 'clearly want', 'thank tell']","['Well, clearly, it’s not whatever I want, because what I want is for you to make this decision, and you refuse to do that.', 'Do they know it’s there? I mean, should I tell somebody?', 'Do they know it’s there? I mean, should I tell somebody?']"
88,12,88_relationship agreement_agreement_relationship_known,"['relationship agreement', 'agreement', 'relationship', 'known', 'boyfriend amy', 'section', 'loophole', 'red', 'designed', 'present']","['Yes, it is. There’s a loophole in the Relationship Agreement.', 'Amy, the relationship agreement was not designed for either one of us to get our way.', 'Amy, the relationship agreement was not designed for either one of us to get our way.']"
89,12,89_dna_ha_monkeys_zoo,"['dna', 'ha', 'monkeys', 'zoo', 'mankind', 'avoided', 'medium', 'view', 'reverse', 'ha ha']","['Okay, what do we start with? Maybe splicing some genes, clone a sheep, perhaps grow a human ear on a mouse’s back? Ha-ha, I’m a freak!', 'Oh, please. I have ideas all day long. Reverse SeaWorld where dolphins are allowed to pet people. A new clothing size between medium and large called Marge. Snow White retold from the point of view of Sneezy. Why won’t Doc prescribe him something? We finally find out.', 'Oh, please. I have ideas all day long. Reverse SeaWorld where dolphins are allowed to pet people. A new clothing size between medium and large called Marge. Snow White retold from the point of view of Sneezy. Why won’t Doc prescribe him something? We finally find out.']"
90,12,90_funeral_bob_young_couples,"['funeral', 'bob', 'young', 'couples', 'mr', 'hoping', 'great deal', 'mother', 'ha', 'engage']","['Oh, dear. My mother warned me this is what happens to pretty boys in the big city.', 'What’s going on is we’re about to go to a prom. And there’s a great deal of pressure on young couples like us to engage in what Mr. Bob Eubanks called making whoopee.', 'What’s going on is we’re about to go to a prom. And there’s a great deal of pressure on young couples like us to engage in what Mr. Bob Eubanks called making whoopee.']"
91,12,91_doctor_stone_participate_uh uh,"['doctor', 'stone', 'participate', 'uh uh', 'ones', 'nobel', 'good reason', 'stroke', 'uh', 'quick']","['Well, I thought, if I have a stroke or a kidney stone, who would I want to share that with?', 'Allow us to answer a few quick ones that we get all the time. Uh, uh, yes, I really am a doctor. Uh, yes, she really is my girlfriend.', 'Allow us to answer a few quick ones that we get all the time. Uh, uh, yes, I really am a doctor. Uh, yes, she really is my girlfriend.']"
92,12,92_juvenile_girls_little_little little,"['juvenile', 'girls', 'little', 'little little', 'just just', 'isn', 'just', 'yeah', 'like', '']","['Even the girls.', 'Isn’t that a little juvenile?', 'Isn’t that a little juvenile?']"
93,11,93_wall_wondering_arrangements_boy girl,"['wall', 'wondering', 'arrangements', 'boy girl', 'babies', 'warning', 'family', 'sleeping', 'friendly', 'pillow']","['Well, it’s funny you should ask, because I was wondering how you’d feel about separating the two of us with a pillow wall.', 'Well, it’s funny you should ask, because I was wondering how you’d feel about separating the two of us with a pillow wall.', 'All right, then. Let’s go to the bedroom, remove our clothes, fold them neatly and engage in frenzied lovemaking.']"
94,11,94_trip_unclear_gone_trick,"['trip', 'unclear', 'gone', 'trick', 'effort', 'appreciate', 'takes', 'accept', 'spoke', 'week']","['Oh, really? Because I remember you saying that this trip was going to be something we could both enjoy. Did you mean that, or were you just trying to trick me?', 'Look, I appreciate the effort, but I’m still unclear how this trip is supposed to be enjoyable for me.', 'Look, I appreciate the effort, but I’m still unclear how this trip is supposed to be enjoyable for me.']"
95,11,95_sleep_nap_oh speaking_heck,"['sleep', 'nap', 'oh speaking', 'heck', 'naked', 'thinking happened', 'milk', 'kept', 'earlier', 'bus']","['I can’t. Thank you, Professor Hawking. You are a gift to mankind. There should be statues of you everywhere. You know, the Lincoln Memorial has a big chair. We could swap you right in.', 'I couldn’t sleep because I kept thinking about what happened earlier between us. Also, I had one heck of a bus nap. Oh, speaking of which, do you want some mutton and coconut milk?', 'I couldn’t sleep because I kept thinking about what happened earlier between us. Also, I had one heck of a bus nap. Oh, speaking of which, do you want some mutton and coconut milk?']"
96,11,96_late_home_sorry late_come home,"['late', 'home', 'sorry late', 'come home', 'busy', 'hi', 'know like', 'live', 'house know', 'guy']","['Sorry we’re late.', 'I know. I like him, too. Hi, little guy. How’d you like to come home with us? You’ll be living with me because we don’t live in the same house.', 'I know. I like him, too. Hi, little guy. How’d you like to come home with us? You’ll be living with me because we don’t live in the same house.']"
97,11,97_romance_wine_juice_mmm,"['romance', 'wine', 'juice', 'mmm', 'oh look', 'point', 'eyes', 'win', 'physics', 'yeah thank']","['Wine again? Yeah, no, thank you. I like my grapes the old-fashioned way, in a juice box.', 'Well, if you want romance, then let’s have romance. Oh, look, there’s wine. Mmm. Grape juice that burns. Uh, now let’s gaze into each other’s eyes, hmm? You blinked. I win.', 'Well, if you want romance, then let’s have romance. Oh, look, there’s wine. Mmm. Grape juice that burns. Uh, now let’s gaze into each other’s eyes, hmm? You blinked. I win.']"
98,11,98_explains_page_yeah yeah_yeah,"['explains', 'page', 'yeah yeah', 'yeah', '', '', '', '', '', '']","['Yeah, why would you?', 'Well, that explains those puzzling camel race photos on your Facebook page.', 'Well, that explains those puzzling camel race photos on your Facebook page.']"
99,11,99_reject_read_come_hideous,"['reject', 'read', 'come', 'hideous', 'got', 'right', '', '', '', '']","['Read it.', 'I reject it.', 'I reject it.']"
100,11,100_using_vegetable_anger_oil,"['using', 'vegetable', 'anger', 'oil', 'mental', 'wheat', 'drawn', 'equal', 'ingredient', 'salt']","['Don’t. It’s terrible. However, in it, we learn that when Spock finds himself drawn off the path of logic by feelings bubbling up from his human half, he suppresses them using the Vulcan mental discipline of Kolinar.', 'Dried potatoes, vegetable oil, corn flower, wheat starch, maltodextrin, salt, and my favourite ingredient of all, uniformity.', 'Dried potatoes, vegetable oil, corn flower, wheat starch, maltodextrin, salt, and my favourite ingredient of all, uniformity.']"
101,11,101_day_haven_haven forgotten_oh speaking,"['day', 'haven', 'haven forgotten', 'oh speaking', 'forgotten', 'log', 'act', 'tonight', 'speaking', 'day oh']","['You act like I didn’t get you that mushroom log on Valentine’s Day.', 'Oh, and speaking of Valentine’s Day, I haven’t forgotten about you tonight.', 'Oh, and speaking of Valentine’s Day, I haven’t forgotten about you tonight.']"
102,11,102_message_oh right_right sorry_right oh,"['message', 'oh right', 'right sorry', 'right oh', 'maybe right', 'okay', 'apologies', 'right', 'sorry', 'guess']","['No. It’s not the message.', 'Oh, you’re right. I’m sorry.', 'Oh, you’re right. I’m sorry.']"
103,11,103_theme_star trek_trek_star,"['theme', 'star trek', 'trek', 'star', 'employ', 'gonna learn', 'pets', 'traffic', 'left choice', 'want come']","['What if I play the Star Trek theme on my nose?', 'But what if we move and we don’t like it? What if there’s a smoker in the building? Or pets? Or there could be mould? There could be traffic noise. I’m gonna have to learn a whole new bus route. Are you trying to soothe me by singing the Star Trek theme as a lullaby?', 'But what if we move and we don’t like it? What if there’s a smoker in the building? Or pets? Or there could be mould? There could be traffic noise. I’m gonna have to learn a whole new bus route. Are you trying to soothe me by singing the Star Trek theme as a lullaby?']"
104,10,104_ethical conundrum_conundrum_ethical_today don,"['ethical conundrum', 'conundrum', 'ethical', 'today don', 'thrones', 'don need', 'amy ve', 'sword', 'game thrones', 'edition']","['Ugh, this again. Amy, I’ve already had one new hole torn in my body today. I don’t need another one.', 'One Game of Thrones collector’s edition Longclaw sword. Oh, Leonard and I bought that together. That’s a bit of an ethical conundrum. Eh, I’ll keep it.', 'One Game of Thrones collector’s edition Longclaw sword. Oh, Leonard and I bought that together. That’s a bit of an ethical conundrum. Eh, I’ll keep it.']"
105,10,105_mother_thinks_mother thought_forward,"['mother', 'thinks', 'mother thought', 'forward', 'deal', 'running', 'fact', 'moving', 'life', 'agreement']","['How would you feel if I contacted your mother behind your back?', 'So my mother thought I was incapable of finding a mate, and my mate thinks I’m incapable of running my own life.', 'So my mother thought I was incapable of finding a mate, and my mate thinks I’m incapable of running my own life.']"
106,10,106_blow_coitus_men_time like,"['blow', 'coitus', 'men', 'time like', 'interesting', 'know ve', 'women', 'tried', 'hair', 'fact']","['Very well. I know you’ve been seeing other men. Have you had coitus with any of them?', 'Interesting. So it went beyond the mere fact of coitus to a blow by blow, as it were.', 'Interesting. So it went beyond the mere fact of coitus to a blow by blow, as it were.']"
