Topic,Count,Name,Representation,Representative_Docs
71,20,71_atomic_helium_okay ll_say,"['atomic', 'helium', 'okay ll', 'say', 'number', 'lab', 'ooh', 'wasn', 'molecular', 'envy']","['Oh, come on, it’s fun. Ooh! Another bump. Okay. I’ll say an element, and uh, you say an element whose name starts with the last letter of the one I said, okay? I’ll start. Helium. Now, you could say Mercury. That would give me a Y. Ooh. Very clever, that’s a tough one. So I go Ytterbium, which gets you back to M. So you go Molybdenum, and I say Magnesium, you say Manganese, and I say Europium, and, and you’re left with Mendelevium, and there are no more M’s because I believe that Meitnerium should still be called Ekairidium, so congratulations, you win. Do you wanna go again?', 'Nice try. Now, Element Lad’s ability is the power to transmute chemical elements. Helium has an atomic number of two. If you multiply that by the atomic number of N, nitrogen, you get 14, which is the atomic number of? I’m just funnin’ you, silicon. And that is the most common element in the Earth’s surface. So that narrowed it down to the geology lab or the chemistry lab.', 'Nice try. Now, Element Lad’s ability is the power to transmute chemical elements. Helium has an atomic number of two. If you multiply that by the atomic number of N, nitrogen, you get 14, which is the atomic number of? I’m just funnin’ you, silicon. And that is the most common element in the Earth’s surface. So that narrowed it down to the geology lab or the chemistry lab.']"
72,20,72_true_don think_think just_seriously,"['true', 'don think', 'think just', 'seriously', 'just making', 'odd', 'certainly', 'taking', 'think', 'oh don']","['I don’t think you’re taking this seriously.', 'Oh, no, I don’t think that’s true at all.', 'Oh, no, I don’t think that’s true at all.']"
73,20,73_vacation_good book_adventure_let begin,"['vacation', 'good book', 'adventure', 'let begin', 'wild', 'ideal', 'apologies', 'staying', 'home', 'appears']","['I’m on vacation. What do you think?', 'So listen, would you describe your ideal vacation as a wild adventure to unknown lands, or staying at home curled up with a good book?', 'So listen, would you describe your ideal vacation as a wild adventure to unknown lands, or staying at home curled up with a good book?']"
74,20,74_coffee_don drink_alcohol_drink,"['coffee', 'don drink', 'alcohol', 'drink', 'mother', 'ounce', 'reaction', 'cell', 'performing', 'shown']","['I don’t drink coffee.', 'Studies have shown that performing tasks such as eating, talking on a cell phone or drinking coffee while driving reduces one’s reaction time by the same factor as an ounce of alcohol.', 'Studies have shown that performing tasks such as eating, talking on a cell phone or drinking coffee while driving reduces one’s reaction time by the same factor as an ounce of alcohol.']"
75,20,75_excuse_danger_little idea_don worry,"['excuse', 'danger', 'little idea', 'don worry', 'worry', 'going just', 'like getting', 'joke funny', 'hanging', 'warning']","['I don’t see why I have to worry. My career’s not hanging in the balance. That was a joke. It’s funny, because it’s true.', 'Excuse me, little idea?', 'Excuse me, little idea?']"
76,20,76_koothrappali_wolowitz_wolowitz koothrappali_rich,"['koothrappali', 'wolowitz', 'wolowitz koothrappali', 'rich', 'intoxicating', 'generous', 'wealthy', 'vastly', 'destroy', 'representation']","['I don’t know how that sentence could possibly confuse you, but to elaborate, I’m going to the Arctic Circle with Leonard, Wolowitz and Koothrappali.', 'Why me? Why not Koothrappali or Wolowitz?', 'Why me? Why not Koothrappali or Wolowitz?']"
77,19,77_penny penny_cards_penny_robles,"['penny penny', 'cards', 'penny', 'robles', 'los robles', 'los', 'north', 'oh penny', 'comfortable', 'weapons']","['Given the cards that have already been played, Penny can only be holding necromancer potions, which are only effective against wraiths and day-walkers, and there are no more of either left to be drawn. The cards remaining in the undrawn stack are four fire weapons, a troll, two ogres and the jewel of Osiris.', 'Oh, I see. Penny, I’m not sure I’m comfortable harbouring a fugitive from the 2311 North Los Robles Corporation.', 'Oh, I see. Penny, I’m not sure I’m comfortable harbouring a fugitive from the 2311 North Los Robles Corporation.']"
78,19,78_presents_words_yelling_wars,"['presents', 'words', 'yelling', 'wars', 'star wars', 'conqueror', 'faces', 'looked', 'heroic', 'fantastic']","['And I’m sure your parents are proud. Now, finally, the line in this room the thing you’ll see was an obvious reference to Fantastic Four member The Thing, who’s made entirely of…', 'Well, I don’t enjoy presents. And the thought of people jumping out and yelling surprise fills me with more dread than the words George Lucas Director’s Cut.', 'Well, I don’t enjoy presents. And the thought of people jumping out and yelling surprise fills me with more dread than the words George Lucas Director’s Cut.']"
79,19,79_spot_sitting_sit_seat,"['spot', 'sitting', 'sit', 'seat', 'chosen', 'difference does', 'okay think', 'oh wish', 'does make', 'difference']","['Eh, why? My spot, your spot, what difference does it make?', 'You’re in my spot.', 'You’re in my spot.']"
80,18,80_course_silly_depends_wouldn understand,"['course', 'silly', 'depends', 'wouldn understand', 'yes wouldn', 'ask', 'wouldn', 'possibility', 'question', 'apparently']","['Of course.', 'Well, of course, but, not by myself.', 'Of course.']"
81,18,81_yeah yeah_purpose_assumed_yeah,"['yeah yeah', 'purpose', 'assumed', 'yeah', 'hmm', 'huh', 'place', 'huh huh', 'yeah okay', 'wrong huh']","['Yeah. Well, you came to the right place.', 'I assumed that would be your attitude. Hence, my true purpose in coming here.', 'I assumed that would be your attitude. Hence, my true purpose in coming here.']"
82,18,82_hello penny_hello_gift_lane,"['hello penny', 'hello', 'gift', 'lane', 'penny', 'stopped', 'penny just', 'ready', 'memory', 'bring']","['Hello, Penny.', 'Hello, Penny.', 'Hello, Penny.']"
83,18,83_going going_wait going_like know_want want,"['going going', 'wait going', 'like know', 'want want', 'know going', 'rules', 'going', 'dear lord', 'want', 'oh dear']","['Doesn’t anyone want to know where he’s going?', 'Oh, Dear Lord, more rules? Where does it stop? Can I want to go because I have to want to go?', 'Oh, Dear Lord, more rules? Where does it stop? Can I want to go because I have to want to go?']"
84,18,84_force_simple_penny evening_banality,"['force', 'simple', 'penny evening', 'banality', 'hey talk', 'exceeded', 'tend', 'mean streets', 'excuse penny', 'evolved']","['Sadly, Penny, this evening, I am the Dark Knight, roaming these mean streets alone. A windbreaker for my cape, and a stern expression for my cowl.', 'I’m attempting to turn over a new leaf. Earlier today, it was pointed out to me that I tend to force my ideas on people.', 'I’m attempting to turn over a new leaf. Earlier today, it was pointed out to me that I tend to force my ideas on people.']"
85,18,85_account_prize_innovation_nobel,"['account', 'prize', 'innovation', 'nobel', 'nobel prize', 'money', 'celebration', 'savings', 'pie', 'action figure']","['Are you saying that you think a celebration pie is even remotely comparable to a Nobel Prize?', 'My expenses account for 46.9% of my after-tax income. The rest is divvied up between a small savings account, this deceptive container of peanut brittle and the hollowed-out buttocks of a superhero action figure who shall remain nameless for his own protection. Or her own protection. Take some.', 'My expenses account for 46.9% of my after-tax income. The rest is divvied up between a small savings account, this deceptive container of peanut brittle and the hollowed-out buttocks of a superhero action figure who shall remain nameless for his own protection. Or her own protection. Take some.']"
86,17,86_plan_sword_enchanted_choice,"['plan', 'sword', 'enchanted', 'choice', 'request', 'insist', 'plans', 'guys', 'hazard', 'add']","['I do not. But if you insist on decorating a spider-infested fire hazard in my home I would request that you add this.', 'All right, then, I have no choice but to go on to plan B.', 'All right, then, I have no choice but to go on to plan B.']"
87,17,87_stand_does_related_statement,"['stand', 'does', 'related', 'statement', 'difference', 'does mean', 'study', 'insult', 'stands', 'mean']","['What does that stand for?', 'Rabeliechtli. It means turnip light and refers to a traditional lantern hand-carved from a root vegetable and used to celebrate certain Swiss festivals. Which you will not be celebrating because, A, these festivals occur in the fall, and B, you will not be going to Switzerland.', 'What does that stand for?']"
88,17,88_string_theory_quantum_dimensional,"['string', 'theory', 'quantum', 'dimensional', 'dependent', 'yeah just', 'quantum mechanics', 'dimensions', 'prime', 'edges']","['Yeah, well, it’s just some quantum mechanics, with a little string theory doodling around the edges. That part there, that’s just a joke, it’s a spoof of the Bourne-Oppenheimer approximation.', 'Oh, I’m working on time-dependent backgrounds in string theory, specifically quantum field theory in D-dimensional de Sitter space.', 'Oh, I’m working on time-dependent backgrounds in string theory, specifically quantum field theory in D-dimensional de Sitter space.']"
89,17,89_flag_flags_american_hands,"['flag', 'flags', 'american', 'hands', 'awake', 'attached', 'structure', 'muscular', 'man hands', 'backwoods']","['If our friend, the flag, has taught me anything, it’s to go where the wind takes you. As long as you remain firmly attached to a rigid pole. And, action. So, Penny, what sort of flag questions keep you awake at night?', 'If our friend, the flag, has taught me anything, it’s to go where the wind takes you. As long as you remain firmly attached to a rigid pole. And, action. So, Penny, what sort of flag questions keep you awake at night?', 'Hello, I’m Dr. Sheldon Cooper. Welcome to Sheldon Cooper Presents Fun with Flags. My apologies that this episode is coming late. I did shoot one last week, in honour of Black History Month, but I was informed by my roommate that my spot-on portrayal of George Washington Carver could be considered wildly racist. My heart goes out to the members of the African-American community, who, like me, have been kept down by The Man. Now, Fun with Flags is not just for the flag aficionado, it’s also for the flag novice, so, to help me with that, please welcome my friend, neighbour, and flag virgin, yeah, not a real virgin. She’s had coitus many times. Sometimes within earshot of this flag enthusiast. Once while he was trying to watch The Incredibles. Penny.']"
90,17,90_costume_costumes_makes look_wasted,"['costume', 'costumes', 'makes look', 'wasted', 'gary', 'specific', 'hulk', 'fat', 'bit', 'random']","['So what time does the costume parade start?', 'Yes. You’re afraid that costume makes you look fat.', 'Yes. You’re afraid that costume makes you look fat.']"
91,17,91_nope_asking_thank_,"['nope', 'asking', 'thank', '', '', '', '', '', '', '']","['No. But thank you for asking.', 'Nope.', 'Nope.']"
92,16,92_french toast_toast_wake_enjoy,"['french toast', 'toast', 'wake', 'enjoy', 'french', 'freezer going', 'hey want', 'butter syrup', 'toast butter', 'olive']","['No. No, if we both like it, I’ll spend the rest of my life opening the freezer and going, aw, no strawberry.', 'Uh, I wake up. Uh, I enjoy some French toast with butter and syrup. Uh, then a wormhole opens, and whisks me millions of years into the future where my towering intellect is used to save the last remnants of mankind from a predatory alien race.', 'Uh, I wake up. Uh, I enjoy some French toast with butter and syrup. Uh, then a wormhole opens, and whisks me millions of years into the future where my towering intellect is used to save the last remnants of mankind from a predatory alien race.']"
93,16,93_science_brain_paradigm shifting_closer,"['science', 'brain', 'paradigm shifting', 'closer', 'shifting', 'foundation', 'okay point', 'hokum', 'oh fun', 'chemistry']","['Oh, I will, nothing more fun than a paradigm-shifting evening of science.', 'Okay, there’s a lab animal supply company in Reseda you could try, but if your research is going to have human applications may I suggest white mice instead, their brain chemistry is far closer to ours.', 'Okay, there’s a lab animal supply company in Reseda you could try, but if your research is going to have human applications may I suggest white mice instead, their brain chemistry is far closer to ours.']"
94,16,94_apologize_yes does_accepted_response,"['apologize', 'yes does', 'accepted', 'response', 'continue', 'apology', 'everybody', 'accomplishment', 'just click', 'impressive']","['I’m sure you’re right. I suppose I should apologize to you, as well.', 'Apologize.', 'Apologize.']"
95,16,95_mother_right oh_ignoring_threat,"['mother', 'right oh', 'ignoring', 'threat', 'sister', 'mmm', 'running', 'likes', 'eye', 'mmm mmm']","['Oh. Well, I suppose I do think of you as a sister. And sometimes, a mother.', 'I’m given to understand his mother grounded him for running away.', 'I’m given to understand his mother grounded him for running away.']"
96,16,96_sheldor_online_money_telling,"['sheldor', 'online', 'money', 'telling', 'leave', 'solve', 'remove', 'captain', 'occurs', 'problems']","['You know, it occurs to me you could solve all your problems by obtaining more money.', 'Sheldor, back online.', 'Sheldor, back online.']"
97,15,97_bathroom_bladder_schedule_grade,"['bathroom', 'bladder', 'schedule', 'grade', 'fifth grade', 'toilet', 'sheldor', 'fifth', 'spent', 'use']","['I’m quite familiar with plumbing. Not to brag, but I spent most of fifth grade with my head in a toilet.', 'Here, day one, uh, this was the seat I was going to sit in but didn’t because there were cracker crumbs on it. As it was first class, I suspect Ritz. This is the train bathroom. This is the Imodium I took so I would never have to use the train bathroom.', 'Fellow warriors, this is Sheldor the Conqueror. We are about to enter Axel’s fortress. Now this is a long run, so let’s do another bladder check. Alright Barry, we’ll wait for you again, but you really should see a doctor. Sheldor is AFK. Penny, are you experiencing some sort of difficulty?']"
98,15,98_walked_dad_father_house,"['walked', 'dad', 'father', 'house', 'heard', 'bedroom', 'expecting', 'make things', 'plastic', 'lights']","['I’ve heard that before, but then, the next thing you know I’m hiding in my bedroom, blaring a Richard Feinman lecture while my mom is shouting that Jesus would forgive her if she put ground glass in my dad’s meatloaf, and my dad’s on the roof skeet-shooting her Franklin Mint collectible plates.', 'My mother was at bible study. I walked in the house expecting to find it empty, and I heard a sound coming from my parents’ bedroom. When I opened the door, I saw my father having relations with another woman.', 'My mother was at bible study. I walked in the house expecting to find it empty, and I heard a sound coming from my parents’ bedroom. When I opened the door, I saw my father having relations with another woman.']"
99,15,99_lee_lord_rings_right right,"['lee', 'lord', 'rings', 'right right', 'meets', 'moving finger', 'writ', 'role playing', 'battles', 'griffith']","['This is Stan Lee’s front door. We were on Stan Lee’s curb, then we were on Stan Lee’s walk, and now we’re at Stan Lee’s front door.', 'Oh, Lord, you just rang Stan Lee’s doorbell. At Stan Lee’s house. We’re about to go in and have milk and cookies with Stan Lee.', 'Oh, Lord, you just rang Stan Lee’s doorbell. At Stan Lee’s house. We’re about to go in and have milk and cookies with Stan Lee.']"
100,14,100_oh believe_mention_list_wish,"['oh believe', 'mention', 'list', 'wish', 'oh sorry', 'supposed', 'didn specify', 'specify', 'matter oh', 'oh thought']","['Oh, sorry. That’s not on the list.', 'Oh, I believe that was something else I wasn’t supposed to mention.', 'Oh, I believe that was something else I wasn’t supposed to mention.']"
101,14,101_miss_engage_superior_morse,"['miss', 'engage', 'superior', 'morse', 'code', 'delightfully', 'morse code', 'view', 'walls', 'brain']","['I’m attempting to view my work as a fleeting peripheral image so as to engage the superior colliculus of my brain.', 'Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code? ', 'Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code? ']"
102,14,102_raj_sister_yeah point_umbrella,"['raj', 'sister', 'yeah point', 'umbrella', 'music', 'forced', 'took', 'shoes', 'hang', 'moving']","['Indeed. Yeah, at one point, Raj put on reggae music, and his sister took off her shoes. It was like the last days of Caligula. Oh, I have to get this. Umbrella?', 'Indeed. Yeah, at one point, Raj put on reggae music, and his sister took off her shoes. It was like the last days of Caligula. Oh, I have to get this. Umbrella?', 'Raj, Raj, she’s got me cornered, cover me.']"
103,14,103_sarcasm_sarcastic_snide_allowed,"['sarcasm', 'sarcastic', 'snide', 'allowed', 've gotten', 'gotten', 'doing', 'think ve', 'hang', 'think']","['Was that sarcasm?', 'Sarcasm?', 'Sarcasm?']"
104,14,104_mail_smell_reminds_email,"['mail', 'smell', 'reminds', 'email', 'going mail', 'came', '18th', 'rule', 'oh got', 'humour']","['I was going to get my mail.', 'Which reminds me. This came in the mail, and I want you to have it.', 'Which reminds me. This came in the mail, and I want you to have it.']"
105,14,105_party_perfect_party amy_throwing,"['party', 'perfect', 'party amy', 'throwing', 'amy bernadette', 'just going', 'suck', 'cool', 've come', 'big deal']","['This party is just going to suck.', 'I’d like to discuss this party that Amy and Bernadette are throwing. Since you and I are both reluctant to go, I think I’ve come up with a perfect way for us to enjoy it.', 'I’d like to discuss this party that Amy and Bernadette are throwing. Since you and I are both reluctant to go, I think I’ve come up with a perfect way for us to enjoy it.']"
106,13,106_wrote_okay um_don ve_didn start,"['wrote', 'okay um', 'don ve', 'didn start', 'years old', 'course don', 'quality', 'suck', 'forgive', 'work']","['He’s right. And given that you’re probably still waiting to be picked for a game that was played in fifth grade, I’m sure you do suck.', 'You, really? You can assess the quality of my work? Okay, um, here. I wrote this when I was five years old.', 'You, really? You can assess the quality of my work? Okay, um, here. I wrote this when I was five years old.']"
107,13,107_stuart_wil_plausible_rematch,"['stuart', 'wil', 'plausible', 'rematch', 'tell ve', 'promise', 'caused', 'explanation', 'satisfying', 'perfectly']","['No, we haven’t spoken since your abrupt departure last night caused us to forfeit to Stuart and his dastardly ringer Wil Wheaton.', 'Yes. Yes, he did, that is a perfectly satisfying and plausible explanation. Yeah, let’s all be mad at Stuart.', 'Yes. Yes, he did, that is a perfectly satisfying and plausible explanation. Yeah, let’s all be mad at Stuart.']"
108,13,108_cheesecake_cheesecake factory_factory_policy,"['cheesecake', 'cheesecake factory', 'factory', 'policy', 'directly', 'soy', 'walk', 'lactose', 'flies', 'violation']","['And that is the answer to the question, what is wrong with eating at The Cheesecake Factory?', 'You can’t do that. Not only is it a violation of California state law, it flies directly in the face of Cheesecake Factory policy.', 'You can’t do that. Not only is it a violation of California state law, it flies directly in the face of Cheesecake Factory policy.']"
109,13,109_chicken_shredded_menu_riley,"['chicken', 'shredded', 'menu', 'riley', 'mrs riley', 'owned', 'mrs', '10', 'halfsies', 'want halfsies']","['A chicken that was owned by Mrs. Riley.', 'Did you remember to ask for the chicken with broccoli to be diced, not shredded?', 'Did you remember to ask for the chicken with broccoli to be diced, not shredded?']"
110,13,110_oh god_god_isn oh_isn,"['oh god', 'god', 'isn oh', 'isn', 'yes yes', 'yes', 'oh', '', '', '']","['Isn’t it?', 'No, no, no, it’s… oh for God’s sakes, gimme. ', 'No, no, no, it’s… oh for God’s sakes, gimme. ']"
111,13,111_jabber_jibber jabber_jibber_letters,"['jabber', 'jibber jabber', 'jibber', 'letters', 'context', 've heard', 'read', 'sort', 'comes', 'heard']","['Interesting, do you know where the phrase jibber-jabber comes from?', 'Jibber-jabber? I don’t jibber-jabber.', 'Jibber-jabber? I don’t jibber-jabber.']"
112,12,112_25_just using_essentially_words,"['25', 'just using', 'essentially', 'words', 'level', 'exactly', 'using', 'point', 'settled', 'point point']","['In what words then, exactly', 'Of course it’s not, you’re only a level 25, the Hungarians are just using you for dragon fodder.', 'Of course it’s not, you’re only a level 25, the Hungarians are just using you for dragon fodder.']"
113,12,113_idea_said_heroes_did said,"['idea', 'said', 'heroes', 'did said', 'efforts', 'following', 'raised', 'little idea', 'current', 'didn said']","['And on a different, but not unrelated topic, based on your current efforts to buoy my spirits, do you truly believe that you were ever fit to be a cheer leader?', 'Actually, I’m paraphrasing. Having been raised in a Christian household, I’m uncomfortable with the language he used. And to be honest, I’m not entirely comfortable with cockamamie.', 'Actually, I’m paraphrasing. Having been raised in a Christian household, I’m uncomfortable with the language he used. And to be honest, I’m not entirely comfortable with cockamamie.']"
114,12,114_weekend_pasadena_oh true_mean streets,"['weekend', 'pasadena', 'oh true', 'mean streets', 'foreseeable', 'crime', 'model', 'streets', 'foreseeable future', 'radio']","['Undoubtedly yet another snide response to my repeated letters complaining that the flags in front of the courthouse are flying in the wrong order. From left to right, it’s supposed to be federal, state, and then city of Pasadena.', 'Oh, if that were only true. Unfortunately, as I’m earthbound for the foreseeable future, I need to find a location that’s more hospitable than the mean streets of Pasadena. Like Enid, Oklahoma. Low crime rate and high-speed Internet connectivity, but no model train shops. Sorry, Enid.', 'Oh, if that were only true. Unfortunately, as I’m earthbound for the foreseeable future, I need to find a location that’s more hospitable than the mean streets of Pasadena. Like Enid, Oklahoma. Low crime rate and high-speed Internet connectivity, but no model train shops. Sorry, Enid.']"
115,12,115_apartment_bedroom_step_leaving,"['apartment', 'bedroom', 'step', 'leaving', 'leaving apartment', 'enter', 'people bedroom', 'return', 'man', 'security']","['I see man after man leaving this apartment never to return.', 'I see man after man leaving this apartment never to return.', 'Okay. Enough chitchat. Okay, step one, locate your emergency key to our apartment. Step two, enter our apartment. Step three, enter my bedroom.']"
116,12,116_towels_shook_break leonard_oh clever,"['towels', 'shook', 'break leonard', 'oh clever', 'bath', 'pronoun', 'shaking', 'uncle', 'ending', 'dry']","['You gave Leonard somewhere to go. Thanks to you, Amy’s out buying his and hers bath towels. Like I’d ever dry myself with something that has a possessive pronoun on it.', 'My problem is that I don’t want you to break Leonard’s toy, which you probably did by shaking it. She shook it. We all saw her.', 'My problem is that I don’t want you to break Leonard’s toy, which you probably did by shaking it. She shook it. We all saw her.']"
117,11,117_apparent_cultural_sun_relative,"['apparent', 'cultural', 'sun', 'relative', 'effects', 'birth', 'defined', 'like talking', 'wall', 'mass']","['Tonight is Halo night, it’s like talking to a wall.', 'Yes, it tells us that you participate in the mass cultural delusion that the Sun’s apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.', 'Yes, it tells us that you participate in the mass cultural delusion that the Sun’s apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.']"
118,11,118_schrodinger_cat_poison_schrodinger cat,"['schrodinger', 'cat', 'poison', 'schrodinger cat', 'experiment', 'box', 'researchers', 'time knows', 'ripping', 'forgotten']","['In case you have forgotten, Schrodinger’s cat is a thought experiment…', 'Sorry, you diverted me. Anyway, in 1935, Erwin Schrodinger, in an attempt to explain the Copenhagen interpretation of quantum physics, he proposed an experiment where a cat is placed in a box with a sealed vial of poison that will break open at a random time. Now, since no-one knows when or if the poison has been released, until the box is opened, the cat can be thought of as both alive and dead.', 'Sorry, you diverted me. Anyway, in 1935, Erwin Schrodinger, in an attempt to explain the Copenhagen interpretation of quantum physics, he proposed an experiment where a cat is placed in a box with a sealed vial of poison that will break open at a random time. Now, since no-one knows when or if the poison has been released, until the box is opened, the cat can be thought of as both alive and dead.']"
119,11,119_really_kidding right_kidding_huh,"['really', 'kidding right', 'kidding', 'huh', 'really huh', 'huh huh', 'seriously', 'right', 'oh', '']","['Really?', 'You’re kidding, right?', 'You’re kidding, right?']"
120,11,120_connected_ipod_stereo_switch,"['connected', 'ipod', 'stereo', 'switch', 'turned', 'signal', 'sending', 'internet', 'shoes', 'world']","['Do you have telematics in your shoes connected to an iPod?', 'No, we turned our stereo down by sending a signal around the world via the internet.', 'No, we turned our stereo down by sending a signal around the world via the internet.']"
121,11,121_got_sold_buddy_,"['got', 'sold', 'buddy', '', '', '', '', '', '', '']","['Got it.', 'You got it, buddy.', 'You got it, buddy.']"
122,11,122_warm summer_greece_summer_ancient greece,"['warm summer', 'greece', 'summer', 'ancient greece', 'warm', 'evening', 'ancient', 'yes penny', 'make sure', 'raise']","['It’s a warm summer evening in ancient Greece…', 'Yeah, give or take. As I was saying, it’s a warm summer evening in ancient Greece… Yes, Penny?', 'Yeah, give or take. As I was saying, it’s a warm summer evening in ancient Greece… Yes, Penny?']"
123,11,123_building_simple solution_someday_required,"['building', 'simple solution', 'someday', 'required', 'fear', 'vertigo', 'solution', 'roof', 'hop', 'giant']","['It’s called ornithophobia. And someday it will be recognized as a true disability, and the landlord will be required by law to put a giant net over the building. Which is unfortunate, because I have a fear of nets.', 'Then I have a simple solution, go up to the roof, hop over to the next building, there’s a small gap, don’t look down if you’re subject to vertigo, and use their stairwell.', 'Then I have a simple solution, go up to the roof, hop over to the next building, there’s a small gap, don’t look down if you’re subject to vertigo, and use their stairwell.']"
124,11,124_dirt_oh great_roll_radioactive,"['dirt', 'oh great', 'roll', 'radioactive', 'large hadron', 'hadron', 'build', 'collider', 'wow', 'hadron collider']","['Instead of a titanium centrifuge, my parents bought me… wow, this is hard. They got me… a motorised dirt bike.', 'Oh! Great roll! Now you can demolish your Soviet-style cyclotron and build the large Hadron Collider.', 'Oh! Great roll! Now you can demolish your Soviet-style cyclotron and build the large Hadron Collider.']"
125,11,125_bernadette_feel better_amy bernadette_expected,"['bernadette', 'feel better', 'amy bernadette', 'expected', 'educational', 'crowd', 'moment walked', 'look sorry', 'looked', 'feel']","[' Bernadette. Bernadette. Bernadette.', 'Why would your Bernadette thing make me feel better? At least mine was educational.', 'Why would your Bernadette thing make me feel better? At least mine was educational.']"
126,11,126_understandable_brother_heroic_suppose way,"['understandable', 'brother', 'heroic', 'suppose way', 'established', 'imply', 'character', 'wife', 'clever', 'interested']","['It’s a blindingly clever play on words. By appropriating his character’s name and adding the S, we imply that we we’ll be the crushers of Wesley.', 'Oh. Well, that’s understandable. You may be interested to know that a prohibition against looking is well established in heroic mythology. Uh, Lot and his wife, Perseus and Medusa, Orpheus and Eurydice.', 'Oh. Well, that’s understandable. You may be interested to know that a prohibition against looking is well established in heroic mythology. Uh, Lot and his wife, Perseus and Medusa, Orpheus and Eurydice.']"
127,11,127_thought heard_heard_yeah yeah_ball,"['thought heard', 'heard', 'yeah yeah', 'ball', 'weren', 'thought', 'knew', 'yeah', 'told', 'said']","['You weren’t the ball.', 'Thought I heard you out here.', 'Thought I heard you out here.']"
128,10,128_time driving_driving_saying leonard_grocery,"['time driving', 'driving', 'saying leonard', 'grocery', 'leonard penny', 'know leonard', 'hubba', 'leonard', 'penny leonard', 'days']","['Joke if you must, but you’re going to miss these moments. With Leonard home in a few days, this was your last time driving me to the grocery store.', 'Did you know that Leonard has a perfect driving record and enjoys the insurance discounts that go along with that? Hubba-hubba.', 'Sheldon’s journal. Security system in place. However, sleep continues to elude me. I’ve seen the underbelly of Pasadena, this so-called City of Roses, and it haunts me. Ah, the injustice, I lie here awake, tormented, while out there evil lurks, probably playing Donkey Kong on my classic Nintendo. Oh, dear. I am the master of my own bladder. Leonard and Penny. Leonard and Penny. Leonard and Penny.']"
129,10,129_queen_battle_know penny_old,"['queen', 'battle', 'know penny', 'old', 'hive', 'closet', 'locate', 'engage', 'new', 'death']","['My queen can now take your rook from below.', 'You know, Penny, there’s something that occurs in beehives you might find interesting. Occasionally, a new queen will arrive while the old queen is still in power. When this happens, the old queen must either locate to a new hive or engage in a battle to the death until only one queen remains.', 'You know, Penny, there’s something that occurs in beehives you might find interesting. Occasionally, a new queen will arrive while the old queen is still in power. When this happens, the old queen must either locate to a new hive or engage in a battle to the death until only one queen remains.']"
