Topic,Count,Name,Representation,Representative_Docs
130,37,130_einstein_president_great idea_mrs,"['einstein', 'president', 'great idea', 'mrs', 'great', 'large', 'lab', 'path', 'stolen', 'opposite']","['Einstein.', 'Albert Einstein.', 'Albert Einstein.']"
131,37,131_mad_amy_song_dust,"['mad', 'amy', 'song', 'dust', 'spin', 'hey look', 'neck', 'eventually', 'sentence', 'shopping']","['I don’t understand why you’re mad at me. You should be mad at Amy. Like I was this afternoon. Hey, look at that, I let it go.', 'Last night I was strong-armed into an evening of harp music and spooning with an emotional Amy Farrah Fowler. This on a night that I had originally designated for solving the space-time geometry in higher-spin gravity and building my Lego Death Star. And why? Your gal pals, Penny and Bernadette, went out shopping for some wedding nonsense without Amy, an action they took with no thought or regard as to how it would affect me, the future of string theory or my Lego fun time.', 'Last night I was strong-armed into an evening of harp music and spooning with an emotional Amy Farrah Fowler. This on a night that I had originally designated for solving the space-time geometry in higher-spin gravity and building my Lego Death Star. And why? Your gal pals, Penny and Bernadette, went out shopping for some wedding nonsense without Amy, an action they took with no thought or regard as to how it would affect me, the future of string theory or my Lego fun time.']"
132,37,132_took_price_effort_24,"['took', 'price', 'effort', '24', 'oh know', 'nice', 'know just', 'remarkable', 'pay', 'long']","['Well, then what took you so long?', 'This is remarkable. Took less than 24 hours.', 'This is remarkable. Took less than 24 hours.']"
133,36,133_pasadena_city_train_store,"['pasadena', 'city', 'train', 'store', 'model', 'place', 'led', 'madness', 'dust', 'thumb']","['I must say, I was surprised you chose to spend our date night in your apartment. As I mentioned, the Pasadena City Council is debating longer crosswalk times, and later, the LEGO store is having a midnight madness sale. You ask anyone, that’s a hot date.', 'It’s after nine o’clock, at this hour the streets of Pasadena are teeming with drunken sailors and alley cats.', 'It’s after nine o’clock, at this hour the streets of Pasadena are teeming with drunken sailors and alley cats.']"
134,36,134_holding_imagine_really need_alpha,"['holding', 'imagine', 'really need', 'alpha', 'ordinary', 'address', 'hat', 'evil', 'oh thank', 'just got']","['Oh, I can help you with that. Imagine you’re holding an ordinary pen. While your favourite pen is safe and secure in your pocket.', 'Okay, maybe this will help. Imagine you’re holding a pen. Before you go too far, not a special pen with your initials engraved on it, that’ll make the next part really hard.', 'Okay, maybe this will help. Imagine you’re holding a pen. Before you go too far, not a special pen with your initials engraved on it, that’ll make the next part really hard.']"
135,36,135_compromise_solution_fair_agreement,"['compromise', 'solution', 'fair', 'agreement', 'wasn', 'comment', 'solved', 'lost', 'paradigm', 'device']","['In what sense is that a compromise?', 'It was a compromise. I lost.', 'It was a compromise. I lost.']"
136,36,136_apartment_leave_return_leaving,"['apartment', 'leave', 'return', 'leaving', 'presence', 'uh penny', 'losing', 'debt', 'penny just', 'paradigm']","['Of course there’s, there’s always your apartment.', 'It’s not my apartment.', 'It’s not my apartment.']"
137,36,137_james_scientific_theory_american,"['james', 'scientific', 'theory', 'american', 'article', 'scientist', 'physics', 'paper', 'scientists', 'ah']","['An article was just published in Scientific American about our theory.', 'Thanks, shorty,I’ll take it from here. All right, you people ready to have some fun? You have a basic understanding of differential calculus and at least one year of algebraic topology? Well, then here come the jokes. Why did the chicken cross the Mobius strip? To get to the same side, bazinga! All right, a neutron walks into a bar and asks, how much for a drink? The bartender says, for you, no charge. Hello? I know you’re out there. I can hear you metabolizing oxygen and expelling carbon dioxide. Looks like we have some academic dignitaries in the audience. Dr. Randall from the geology department, only man who’s happy when they take his work for granite. Ba-da cha! I kid the geologists, of course, but it’s only ’cause I have no respect for the field. Let’s get serious for a moment. Why are we all here? ‘Cause we’re scientists. And what do scientists study? The universe. And what’s the universe made of? I am so glad you asked. There’s antimony, arsenic, aluminium, selenium, and hydrogen and oxygen and nitrogen and rhenium, and nickel, neodymium,', 'Thanks, shorty,I’ll take it from here. All right, you people ready to have some fun? You have a basic understanding of differential calculus and at least one year of algebraic topology? Well, then here come the jokes. Why did the chicken cross the Mobius strip? To get to the same side, bazinga! All right, a neutron walks into a bar and asks, how much for a drink? The bartender says, for you, no charge. Hello? I know you’re out there. I can hear you metabolizing oxygen and expelling carbon dioxide. Looks like we have some academic dignitaries in the audience. Dr. Randall from the geology department, only man who’s happy when they take his work for granite. Ba-da cha! I kid the geologists, of course, but it’s only ’cause I have no respect for the field. Let’s get serious for a moment. Why are we all here? ‘Cause we’re scientists. And what do scientists study? The universe. And what’s the universe made of? I am so glad you asked. There’s antimony, arsenic, aluminium, selenium, and hydrogen and oxygen and nitrogen and rhenium, and nickel, neodymium,']"
138,36,138_miss_say good_sheets_yes like,"['miss', 'say good', 'sheets', 'yes like', 'saw', 'face', 'personality', 'going tell', 'living room', 'visit']","['Well let’s see, uh, she attempted to open her apartment with her car key, because her face is overly Midwestern, um, she hasn’t had sex in six months, and she ate a fly.', 'Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code? ', 'Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code? ']"
139,35,139_chess_person_dimensional_time need,"['chess', 'person', 'dimensional', 'time need', 'queen', 'cousin', 'exercise', 'exciting', 'mental', 'complex']","['Well, I have been toying around with an idea for 4D chess.', 'All right. In 4D chess…', 'All right. In 4D chess…']"
140,35,140_fine_okay okay_oh fine_okay,"['fine', 'okay okay', 'oh fine', 'okay', 'toast', 'come oh', 'eat', 'trouble', 'sorry', 'problem']","['I’m fine.', 'I’m fine.', 'I’m fine with that.']"
141,35,141_ll right_assistance_saving_good oh,"['ll right', 'assistance', 'saving', 'good oh', 'feel free', 'oh good', 'short', 'online', 'sorry don', 'late']","['I’ll be right back.', 'I’ll be right back. Feel free to play with yourself.', 'I’ll be right back. Feel free to play with yourself.']"
142,35,142_help_respond_unfortunately_mention,"['help', 'respond', 'unfortunately', 'mention', 'follow', 'open', 'helpful', 'assistance', 'able', 'driver']","['So, can you help me?', 'To help you.', 'To help you.']"
143,35,143_lucky_got_luckily_buddy,"['lucky', 'got', 'luckily', 'buddy', 'read', 'hit', 'course', 'yeah', 'did', 'yes']","['Lucky.', 'Yes, Lucky.', 'Yes, Lucky.']"
144,35,144_cut_line_cutting_sort,"['cut', 'line', 'cutting', 'sort', 'good don', 'uh uh', 'issue', 'places', 'takes', 'lose']","['Cut. Did you not see we are rolling?', 'Cut! Take 47.', 'Cut! Take 47.']"
145,35,145_bernadette_tom_penny don_responsible,"['bernadette', 'tom', 'penny don', 'responsible', 'headed', 'metaphor', 'just want', 'penny just', 'help', 'penny']","['That’s a good question. Amy and Bernadette. Amy and Bernadette. Amy and Bernadette. Why did you lie to us?', ' Penny. Amy. Bernadette.', ' Penny. Amy. Bernadette.']"
146,35,146_argue_know did_just tell_satisfying,"['argue', 'know did', 'just tell', 'satisfying', 'explanation', 'didn know', 'did did', 'woman', 'perfectly', 'hadn']","['I didn’t know she did.', 'Yes. Yes, he did, that is a perfectly satisfying and plausible explanation. Yeah, let’s all be mad at Stuart.', 'Yes. Yes, he did, that is a perfectly satisfying and plausible explanation. Yeah, let’s all be mad at Stuart.']"
147,35,147_summer_ancient_stars_warm,"['summer', 'ancient', 'stars', 'warm', 'evening', 'light', 'added', 'raise', 'mass', 'finished']","['All right. It’s a warm summer evening in ancient Greece…', 'It’s a warm summer evening in ancient Greece…', 'It’s a warm summer evening in ancient Greece…']"
148,35,148_baby_son_message_job,"['baby', 'son', 'message', 'job', 'attack', 'board', 'experience', 'according', 'left', 'children']","['It’s in her book, Needy Baby, Greedy Baby.', 'Needy Baby, Greedy Baby indeed.', 'Needy Baby, Greedy Baby indeed.']"
149,34,149_physics_physicist_universe_ancient,"['physics', 'physicist', 'universe', 'ancient', 'theoretical', 'george', 'entire', 'knowledge', 'nobel', 'background']","['A little physics? There’s no such thing. Physics encompasses the entire universe, from quantum particles to supernovas, from spinning electrons to spinning galaxies.', 'You’re welcome. Now, Introduction to Physics. What is physics? Physics comes from the ancient Greek word physika. It’s at this point that you’ll want to start taking notes. Physika means the science of natural things. And it is there, in ancient Greece, that our story begins.', 'You’re welcome. Now, Introduction to Physics. What is physics? Physics comes from the ancient Greek word physika. It’s at this point that you’ll want to start taking notes. Physika means the science of natural things. And it is there, in ancient Greece, that our story begins.']"
150,34,150_learned_surgery_000_didn want,"['learned', 'surgery', '000', 'didn want', 'doing research', 'skills', 'numbers', 'want come', 'south', 'odds']","['Remember when I said if you went through with your surgery, there was a one-in-700,000 chance of dying?', 'Well, I’ve been doing some research and I’ve learned that one in 700,000 people die from general anaesthesia.', 'Well, I’ve been doing some research and I’ve learned that one in 700,000 people die from general anaesthesia.']"
151,34,151_going oh_know sure_oh think_think going,"['going oh', 'know sure', 'oh think', 'think going', 'll know', 'post', 'write', 'process', 'lead', 'terrible']","['Oh, and how do you think you’re going to get me to do that?', 'Only way we’ll know for sure is if we post it online to the pre-print server. I have it ready to go, but I wasn’t gonna do it without you.', 'Only way we’ll know for sure is if we post it online to the pre-print server. I have it ready to go, but I wasn’t gonna do it without you.']"
152,34,152_acting_career_skills_movie,"['acting', 'career', 'skills', 'movie', 'studies', 'signal', 'reached', 'pretty good', 'techniques', 'road']","['Oh, I’m sorry, I thought making the transition from actor to acting teacher was the signal that one’s career had reached the end of the road.', 'You mean your acting career?', 'You mean your acting career?']"
153,34,153_humanity_visit_channel_wound,"['humanity', 'visit', 'channel', 'wound', 'necessarily', 'dust', 'deserve', 'died', 'lied', 'surprisingly']","['In these uncertain times, doesn’t humanity deserve a gift?', 'Fine, I’ll go. Just for the record, my Aunt Ruth died in a hospital. She went in to visit my Uncle Roger, caught something and bit the dust a week later. The two of them now share a coffee can on my mother’s mantel.', 'Fine, I’ll go. Just for the record, my Aunt Ruth died in a hospital. She went in to visit my Uncle Roger, caught something and bit the dust a week later. The two of them now share a coffee can on my mother’s mantel.']"
154,34,154_passed_course_closer_attack,"['passed', 'course', 'closer', 'attack', 'enter', 'fairly', 'regular', 'silly', 'moment', 'question']","['Third barrier passed. You have won the right to see your room. Huzzah!', 'Correct. You’ve passed the first barrier to roommate-hood. You may enter.', 'Correct. You’ve passed the first barrier to roommate-hood. You may enter.']"
155,33,155_atomic_gas_structure_number,"['atomic', 'gas', 'structure', 'number', 'letter', 'lab', 'asks', 'accurate', 'weight', 'ooh']","['Right now, somewhere, a woman is dividing the atomic weight of the best noble gas by the number of colours in the oldest national flag still in use.', 'Nice try. Now, Element Lad’s ability is the power to transmute chemical elements. Helium has an atomic number of two. If you multiply that by the atomic number of N, nitrogen, you get 14, which is the atomic number of? I’m just funnin’ you, silicon. And that is the most common element in the Earth’s surface. So that narrowed it down to the geology lab or the chemistry lab.', 'Nice try. Now, Element Lad’s ability is the power to transmute chemical elements. Helium has an atomic number of two. If you multiply that by the atomic number of N, nitrogen, you get 14, which is the atomic number of? I’m just funnin’ you, silicon. And that is the most common element in the Earth’s surface. So that narrowed it down to the geology lab or the chemistry lab.']"
156,33,156_texas_football_east_aw,"['texas', 'football', 'east', 'aw', 'young', 'power', 'pro', 'structure', 'war', 'strangers']","['I grew up in Texas. Football is ubiquitous in Texas. Pro football, college football, high school football, peewee football, in fact, every form of football except the original, European football, which most Texans believe to be a Commie plot.', 'That’s Northwest Texas, I’m from East Texas, the Gulf region, home to many Vietnamese shrimpers.', 'That’s Northwest Texas, I’m from East Texas, the Gulf region, home to many Vietnamese shrimpers.']"
157,33,157_discovered_switzerland_medium_celebrating,"['discovered', 'switzerland', 'medium', 'celebrating', 'vegetable', 'combination', 'fall', 'names', 'gives', 'english']","['Rabeliechtli. It means turnip light and refers to a traditional lantern hand-carved from a root vegetable and used to celebrate certain Swiss festivals. Which you will not be celebrating because, A, these festivals occur in the fall, and B, you will not be going to Switzerland.', 'Oh, Leonard, great news. We discovered a medium-sized asteroid together.', 'Oh, Leonard, great news. We discovered a medium-sized asteroid together.']"
158,33,158_oh wait_stop_hate_pull,"['oh wait', 'stop', 'hate', 'pull', 'happens', 'oh look', 'brilliant', 'shut', 'try', 'good lord']","['Oh, wait, I found something.', 'Oh, wait, stop that.', 'Oh, wait, stop that.']"
159,33,159_evening_silly_tenure_presence,"['evening', 'silly', 'tenure', 'presence', 'dentist', 'home', 'committee', 'feel free', 'working', 'tedious']","['Oh. Well don’t I look silly sitting here wearing this?', 'Eh, it will be. Honestly, if I must endure a long and tedious evening, I’d rather it be with you on date night. But I have no choice. The tenure committee’s going to be there.', 'Eh, it will be. Honestly, if I must endure a long and tedious evening, I’d rather it be with you on date night. But I have no choice. The tenure committee’s going to be there.']"
160,33,160_debt_drive_walk_headed,"['debt', 'drive', 'walk', 'headed', 'holding', 'someday', 'home', 'places', 'fingers', 'know ll']","['Who knows? Uh, you said you’d be home yesterday, but you came home three days ago. You say you’re taking me to work, but for all I know, I’ll end up in a deserted amusement park. Or a cornfield maze. Or a back alley dog fight. You tell me.', 'I bought you and Bernadette a gravy boat worth eighty-eight dollars. Which places me in your debt and I can’t be in your debt because someday you might ask me to help you move, or to kill a man.', 'I bought you and Bernadette a gravy boat worth eighty-eight dollars. Which places me in your debt and I can’t be in your debt because someday you might ask me to help you move, or to kill a man.']"
161,33,161_farrah fowler_amy farrah_farrah_fowler,"['farrah fowler', 'amy farrah', 'farrah', 'fowler', 'lips', 'superior', 'amy', 'played', 'material', 'costumes']","['Greetings. You all remember Amy Farrah Fowler.', 'Amy Farrah Fowler, that’s the most pragmatic thing anyone has ever said to me.', 'Amy Farrah Fowler, that’s the most pragmatic thing anyone has ever said to me.']"
162,33,162_ray_passing_death_eye,"['ray', 'passing', 'death', 'eye', 'ball', 'teach', 'grown man', 'flying', 'scare', 'dead']","['Will you please play the game? I can’t spy with my little eye something passing right through us.', 'It’s not a death ray. It’s just a little ultrasonic blast to scare him off. Trust me, if I had a death ray, I wouldn’t be living here. I’d be in my lair enjoying the money the people of Earth gave me for not using my death ray. All right, and in three, two, one. ', 'It’s not a death ray. It’s just a little ultrasonic blast to scare him off. Trust me, if I had a death ray, I wouldn’t be living here. I’d be in my lair enjoying the money the people of Earth gave me for not using my death ray. All right, and in three, two, one. ']"
163,33,163_contain_greater_allergic_area,"['contain', 'greater', 'allergic', 'area', 'force', 'mental', 'moments', 'bear', 'reach', 'impressive']","['Well, it’s not just doing simple cognitive tasks. You need to push your brain out of its comfort zone and reach mental exhaustion.', 'A cross we all must bear. You know, in difficult moments like this, I often turn to a force greater than myself.', 'A cross we all must bear. You know, in difficult moments like this, I often turn to a force greater than myself.']"
164,33,164_fight_dollars_challenge_fighting,"['fight', 'dollars', 'challenge', 'fighting', 'valuable', 'mexican', 'isn right', 'run', 'caused', 'sake']","['We don’t have that option, we’ve accepted the challenge. We can’t run away from a fight.', 'Let’s say that I go out and I spend fifty dollars on you, it’s a laborious activity, because I have to imagine what you need, whereas you know what you need. Now I can simplify things, just give you the fifty dollars directly and, you could give me fifty dollars on my birthday, and so on until one of us dies leaving the other one old and fifty dollars richer. And I ask you, is it worth it?', 'Let’s say that I go out and I spend fifty dollars on you, it’s a laborious activity, because I have to imagine what you need, whereas you know what you need. Now I can simplify things, just give you the fifty dollars directly and, you could give me fifty dollars on my birthday, and so on until one of us dies leaving the other one old and fifty dollars richer. And I ask you, is it worth it?']"
165,32,165_makes feel_passing_regarding_bad,"['makes feel', 'passing', 'regarding', 'bad', 'feel', 'means', 'makes', 'mean', 'does', 'don']","['Don’t feel bad. Neither does he.', 'So am I. His passing makes me feel bad.', 'So am I. His passing makes me feel bad.']"
166,32,166_change_won_war_capable,"['change', 'won', 'war', 'capable', 'changes', 'specifically', 'sent', 'perfectly', 'past', 'comfort']","['Historically, I don’t do well with change.', 'Historically, I don’t do well with change.', 'Why would I change?']"
167,32,167_door_rocket_fool_pointless,"['door', 'rocket', 'fool', 'pointless', 'society', 'lives', 'involved', 'killed', 'opening', 'kick']","['I know. It’s also why I never open a door without knocking three times. I mean, the first', 'Or the first door closing causes a change of air pressure that acts upon the second door.', 'Or the first door closing causes a change of air pressure that acts upon the second door.']"
168,32,168_challenge_arms_twin_area,"['challenge', 'arms', 'twin', 'area', 'reached', 'killed', 'increase', 'gentlemen', 'lips', 'honour']","['Gentlemen, I have figured out the perfect way for you to irritate me. I’d like you to be my intellectual sparring partners. From now on, when I make an assertion, I need you to challenge it.', 'Is he? Well, then, it seems we have reached an impasse. I see no other option than to challenge you to a duel. I’d smack you with a glove, but just last week I packed away my winter things.', 'Is he? Well, then, it seems we have reached an impasse. I see no other option than to challenge you to a duel. I’d smack you with a glove, but just last week I packed away my winter things.']"
169,32,169_trip_invitation_stayed_effort,"['trip', 'invitation', 'stayed', 'effort', 'ideal', 'planned', 'response', 'spoke', 'oh really', 'wild']","['Oh, really? Because I remember you saying that this trip was going to be something we could both enjoy. Did you mean that, or were you just trying to trick me?', 'Point of clarification, are you still going on the trip? Because if not…', 'Point of clarification, are you still going on the trip? Because if not…']"
170,31,170_woman_leap_thumb_laughing,"['woman', 'leap', 'thumb', 'laughing', 'occasion', 'loud', 'luckily', 'good bye', 'sits', 'kick']","['Well, I should hope so. I don’t see anyone else banging on this door to put up with your nonsense. Not even a good-bye? You see, that’s the kind of thing that makes people think you’re weird. Poor kid. She just doesn’t see it.', 'Although, for the record, on one occasion, she licked her thumb to remove raspberry jelly from the corner of my mouth. It’s an action we both regret to this day.', 'Although, for the record, on one occasion, she licked her thumb to remove raspberry jelly from the corner of my mouth. It’s an action we both regret to this day.']"
171,31,171_oh like_meaning_haven_worse,"['oh like', 'meaning', 'haven', 'worse', 'designed', 'computer', 'video', 'better', 'just', 'time']","['I haven’t. I’ve been meaning to, but who has the time?', 'Oh, but I like this computer.', 'Oh, but I like this computer.']"
172,31,172_really_know really_didn know_didn,"['really', 'know really', 'didn know', 'didn', 'know', '', '', '', '', '']","['Really?', 'Really?', 'Really?']"
173,31,173_security_code_force_department,"['security', 'code', 'force', 'department', 'university', 'air', 'secret', 'did hear', 'south', 'unacceptable']","['That’s it. I’m in breach of my security clearance. I’m going to prison. And you know what happens to people like me in prison. I’ll be forced to be some large man’s tutor.', 'I’m constitutionally incapable. That’s why I was refused clearance for a very prestigious government research fellowship at a secret military supercollider, located beneath a fake agricultural station 12.5 miles south east of Travers City, Michigan. Which you did not hear about from me.', 'I’m constitutionally incapable. That’s why I was refused clearance for a very prestigious government research fellowship at a secret military supercollider, located beneath a fake agricultural station 12.5 miles south east of Travers City, Michigan. Which you did not hear about from me.']"
174,31,174_meeting_speech_behaviour_fi,"['meeting', 'speech', 'behaviour', 'fi', 'remind', 'respect', 'just want', 'expect', 'apologize', 'current']","['Meeting, meeting, bo-beeting, banana-fana, fo-feeting, fee-fi mo-meeting.', 'All this could be avoided if you’d just come to the meeting.', 'All this could be avoided if you’d just come to the meeting.']"
175,31,175_service_box_button_entered,"['service', 'box', 'button', 'entered', 'offers', 'internal', 'complain', 'stands', 'need know', 'missed']","['I would advise the three of you that resistance is futile. I have endless patience. I once spent two-and-a-half hours on hold with Hewlett-Packard customer service just to complain about their customer service.', 'But once you open the box, you’ve voided the warranty. The warranty is a sacred covenant we’ve entered into with the manufacturer. He offers to stand by his equipment, and we in return agree not to violate the integrity of the internal hardware. This little orange sticker is all that stands between us and anarchy.', 'But once you open the box, you’ve voided the warranty. The warranty is a sacred covenant we’ve entered into with the manufacturer. He offers to stand by his equipment, and we in return agree not to violate the integrity of the internal hardware. This little orange sticker is all that stands between us and anarchy.']"
176,31,176_considered_alright_hadn_acting,"['considered', 'alright', 'hadn', 'acting', 'odd', 'interaction', 'right ve', 'relax', 'wasn', 'attitude']","['I had not considered that.', 'I hadn’t considered that. Give me a moment. All right, I’ve considered it.', 'I hadn’t considered that. Give me a moment. All right, I’ve considered it.']"
177,31,177_does_yes does_placed_sink,"['does', 'yes does', 'placed', 'sink', 'refuse', 'think know', 'local', 'gravity', 'stuff', 'meemaw']","['What do you suppose he’s doing here? Besides disrupting the local gravity field.', 'I refuse to sink to his level.', 'I refuse to sink to his level.']"
178,31,178_quantum_states_knowing_gravity,"['quantum', 'states', 'knowing', 'gravity', 'realized', 'oh thought', 'experiment', 'studying', 'art', 'plane']","['Oh, Duchess, look at me. My quantum gravity’s positively loopy.', 'It’s simple, really. It occurred to me that knowing and not knowing can be achieved by creating a macroscopic example of quantum superposition. The, the principle that a physical system exists partially in all its possible states at once.', 'It’s simple, really. It occurred to me that knowing and not knowing can be achieved by creating a macroscopic example of quantum superposition. The, the principle that a physical system exists partially in all its possible states at once.']"
179,31,179_good night_alright_night_right good,"['good night', 'alright', 'night', 'right good', 'll let', 'good day', 'wake', 'nervous', 'sit', 'terrific']","['Okay, well, good night.', 'Good night.', 'Good night.']"
180,31,180_assure_metaphor_stuck_think think,"['assure', 'metaphor', 'stuck', 'think think', 'instead', 'mr', 'box', 'thinking', 'oh course', 'actually']","['I assure you I do.', 'Yeah, me, too. I was stuck for a metaphor.', 'Yeah, me, too. I was stuck for a metaphor.']"
181,31,181_nobel_prize_nobel prize_win,"['nobel', 'prize', 'nobel prize', 'win', 'wrote', 'ceremony', 'allergic', 'did just', 'stolen', 'flying']","['Do you realise I may have to share a Nobel Prize with your booty call?', 'And you’re certainly not going to win a Nobel Prize.', 'And you’re certainly not going to win a Nobel Prize.']"
182,30,182_current_friends_seven_believe ve,"['current', 'friends', 'seven', 'believe ve', 'difficulty', 'just tell', 'relationships', 'don just', 'task', 'driver']","['It’s a questionnaire I devised. I’m having some difficulty bonding with a colleague at work, so I’m doing a little research to better understand why my current friends like me.', 'What hope do I have for establishing new relationships given that my current friends apparently cannot take a few hours out of their lives to help me?', 'What hope do I have for establishing new relationships given that my current friends apparently cannot take a few hours out of their lives to help me?']"
183,30,183_cruel_minds_century_trick,"['cruel', 'minds', 'century', 'trick', 'common', 'physicist', 'goose', 'pay attention', 'numbers', 'hydrogen']","['Yeah, we’ll do it in two. Hi. I’m Dr. Sheldon Cooper. I’m the actual brains behind this project. Also, engineers aren’t real scientists, MIT’s a trade school, and the Death Star is from Star Wars, not Star Trek. But otherwise, thank you for your service.', 'In short, anyone who told you that you would someday be able to make any significant contribution to physics played a cruel trick on you, a cruel trick indeed. Any questions? Of course not. I weep for the future of science. Now if you’ll excuse me, the latest issue of Batman is out. Come, Leonard.', 'In short, anyone who told you that you would someday be able to make any significant contribution to physics played a cruel trick on you, a cruel trick indeed. Any questions? Of course not. I weep for the future of science. Now if you’ll excuse me, the latest issue of Batman is out. Come, Leonard.']"
184,30,184_choice_years ago_pay attention_pepper,"['choice', 'years ago', 'pay attention', 'pepper', 'diet', 'techniques', 'drunk', 'worst', 'ruined', 'beach']","['There’s just no pleasing you, is there, Leonard? You weren’t happy with my previous approach to dealing with her, so I decided to employ operant conditioning techniques, building on the work of Thorndike and B.F. Skinner. By this time next week, I believe I can have her jumping out of a pool, balancing a beach ball on her nose.', 'You know, right now, at the back of this line, there’s a movie fan like you who’s not going to get in, because this person simply doesn’t care. Yeah, well, 61 years ago, there was another person at the back of the line and her name was Rosa Parks.', 'You know, right now, at the back of this line, there’s a movie fan like you who’s not going to get in, because this person simply doesn’t care. Yeah, well, 61 years ago, there was another person at the back of the line and her name was Rosa Parks.']"
185,30,185_comic_justice_months_america,"['comic', 'justice', 'months', 'america', 'pole', 'costumes', 'betrayed', 'unique', 'mark', 'nuts']","['About what? Being betrayed by my friends? Spending three months at the North Pole for nothing? And I didn’t even get to go to Comic-Con!', 'Only nine more months to comic-con.', 'Only nine more months to comic-con.']"
186,30,186_sorry_sorry just_arms_heart,"['sorry', 'sorry just', 'arms', 'heart', 'chest', 'just don', 'oh sorry', 'imagine', 'certainly', 'just need']","['I’m sorry. 16?', 'I’m sorry.', 'Well, I’m sorry.']"
187,30,187_hofstadter_leonard hofstadter_dr_doctor,"['hofstadter', 'leonard hofstadter', 'dr', 'doctor', 'sugar', 'compromise', 'glasses', 'difference', 'lovely', 'favour']","['And unfriend Leonard Hofstadter.', 'Dr. Hofstadter.', 'Dr. Hofstadter.']"
188,30,188_gas_heat_doing oh_plate,"['gas', 'heat', 'doing oh', 'plate', 'hydrogen', 'drat', 'exactly like', 'sink', 'animals', 'bath']","['I’m making hydrogen sulphide and ammonia gas. Just a little experiment in pest control.', 'Exactly. It’s like asking the Human Torch to heat up your frozen burrito.', 'Exactly. It’s like asking the Human Torch to heat up your frozen burrito.']"
189,30,189_seat_looked_heck_okay think,"['seat', 'looked', 'heck', 'okay think', 'dining', 'nearly', 'change', 'settle', '20', 'park']","['Okay. I think this will be my seat.', 'It took me nearly 20 minutes to go through the browser history on your computer to see what movie times you looked up. Wait here, I’ll find us seats.', 'It took me nearly 20 minutes to go through the browser history on your computer to see what movie times you looked up. Wait here, I’ll find us seats.']"
190,30,190_comes_good friend_assure_mountain,"['comes', 'good friend', 'assure', 'mountain', 'included', 'uses', 'hat', 'decide', 'absolutely', 'mention']","['Of course, my good friend. Come in. Help me out, which ski hat says après supercollider?', 'No, see? Well, you absolutely would not. And furthermore, the Xbox One now comes with a Kinect included.', 'No, see? Well, you absolutely would not. And furthermore, the Xbox One now comes with a Kinect included.']"
191,30,191_excuse_enjoying_ll excuse_pack,"['excuse', 'enjoying', 'll excuse', 'pack', 'supposed', 'hide', 'audience', 'comments', 'barry', 'little']","['Excuse me? Excuse me, jailor?', 'Excuse me, may I interject?', 'Excuse me.']"
192,30,192_buy_best_store_fi,"['buy', 'best', 'store', 'fi', 'oh did', 'cars', 'beans', 'refuse', 'laptop', 'land']","['I know how you feel. The Best Buy by my house is only the third best Best Buy. They have the best buys, but having the best buys isn’t the only thing that makes a Best Buy the best Best Buy.', 'I suppose it is. Except I have a credit card. And I refuse to carry my laptop at the end of a stick. And I’d sooner die than eat beans out of a can.', 'I suppose it is. Except I have a credit card. And I refuse to carry my laptop at the end of a stick. And I’d sooner die than eat beans out of a can.']"
193,30,193_excellent_wow_surprise_related,"['excellent', 'wow', 'surprise', 'related', 'impressive', 'know don', 'don know', 'great', 'hard', 'live']","['Excellent.', 'Excellent. Excellent. And on a related point, you’re going down, punk.', 'Excellent. Excellent. And on a related point, you’re going down, punk.']"
194,29,194_alternate_amy_oh sure_lesson,"['alternate', 'amy', 'oh sure', 'lesson', 'market', 'finding', 'bath', 'experiencing', 'stephanie', 'strength']","['Well I assume she meant that the two of you together would constitute a couple that others might consider cute. An alternate, and somewhat less likely interpretation, is that you could manufacture one. As in, oh look, Leonard and Lesley made Mr and Mrs Goldfarb, aren’t they adorable.', 'Wise decision. You see, Amy, success at a bar is based on classic male attributes such as height, strength, attractiveness, the ability to hold one’s liquor and throw darts, separately or together. Leonard has none of these attributes, right, Leonard?', 'Wise decision. You see, Amy, success at a bar is based on classic male attributes such as height, strength, attractiveness, the ability to hold one’s liquor and throw darts, separately or together. Leonard has none of these attributes, right, Leonard?']"
195,29,195_congratulations_honour_ceremony_harder,"['congratulations', 'honour', 'ceremony', 'harder', 'conduct', 'holes', 'twin', 'warrior', 'neat', 'hello oh']","['No. The two achievements are equally surprising and equally admirable, though if pressed, I’d have to give a slight edge to the cat. I’ll save you the pain and nervousness of waiting for the answer. I agree to be part of your project. Congratulations.', 'Hello? Oh, Chancellor Morton, how are you, sir? Yes, I was expecting your call three years ago. I see. Wait. What happens if I choose not to give a speech? Uh-huh. And if I don’t want to forfeit the award? Well, you’ve got that tied up in a neat little bow. All right. Thank you. Problem.', 'Hello? Oh, Chancellor Morton, how are you, sir? Yes, I was expecting your call three years ago. I see. Wait. What happens if I choose not to give a speech? Uh-huh. And if I don’t want to forfeit the award? Well, you’ve got that tied up in a neat little bow. All right. Thank you. Problem.']"
